Ticks,Ax,Ay,Az
951372,-0.9455433,-1.104762,0.3516484
951572,-1.126252,-0.5704518,0.3409035
951772,-0.9885225,-0.5274725,0.1924298
951982,-0.8800977,-0.9084249,0.6505495
952182,-0.4532357,-1.786569,1.255189
952382,-1.002198,-0.6671551,0.2363858
952583,-1.177045,-0.1826618,0.6622711
952783,-0.9367521,-0.7990232,0.8371184
952997,-0.976801,-1.330403,0.8224665
953197,-0.7384615,-1.161416,1.013919
953397,-1.121368,-0.5919414,0.2735043
953597,-1.232723,0.2373626,0.3946276
953797,-0.7794872,-0.7599512,0.7970696
954015,-0.6261294,-1.555067,0.6954823
954215,-0.7159951,-1.059829,0.8742369
954415,-1.168254,-0.7335775,0.2334554
954615,-1.09304,0.2275946,0.1387057
954816,-0.6691087,-0.795116,0.623199
955027,-0.6466423,-1.322589,0.6300366
955228,-0.918193,-1.06862,0.8742369
955429,-1.040293,-0.6417583,0.2578755
955629,-1.110623,0.3702076,0.3174603
955829,-0.6192918,-0.785348,0.7179487
956040,-0.4473749,-1.434921,0.4551893
956240,-1.071551,-1.094017,0.6368742
956440,-1.264957,-0.6446887,0.2578755
956640,-1.153602,-0.579243,-0.1543346
956840,-0.603663,-0.8507936,0.574359
957051,-0.6818071,-1.991697,0.3379731
957252,-1.397802,-1.177045,0.152381
957452,-1.106716,0.186569,0.770696
957653,-1.4779,-1.577534,0.2725275
957853,-0.839072,-1.540415,0.5440782
958060,-0.8644688,-1.59707,1.347985
958260,-1.455433,-0.7589744,0.2100122
958460,-1.042247,-0.05470086,0.5284493
958660,-1.010989,-0.8507936,0.6446887
958861,-0.8341881,-1.988767,0.8253969
959068,-1.118437,-1.476923,0.7384615
959269,-1.188767,-0.4825397,0.3477412
959469,-1.074481,0.008791209,0.3184371
959669,-0.8644688,-0.8107449,0.4717949
959869,-0.8537241,-1.773871,0.8361416
960094,-1.012943,-1.122344,0.7208791
960294,-1.123321,-0.4473749,0.3145299
960494,-1.2337,0.3946276,0.04102564
960694,-0.8,-0.795116,0.4571429
960894,-0.6827839,-1.452503,0.1689866
961114,-1.466178,-1.231746,0.3418803
961314,-1.224908,-0.3448107,0.3594628
961514,-1.322589,-0.04786325,-0.3125763
961714,-0.8263736,-0.8263736,0.608547
961914,-0.7970696,-1.557998,0.589011
962130,-1.28547,-0.9924298,0.2490843
962330,-1.3558,-0.3135531,0.3076923
962530,-1.026618,-0.6124542,0.3643468
962730,-0.986569,-1.0442,0.8556777
962930,-0.5313797,-1.646886,0.9006105
963150,-1.029548,-0.6202686,0.215873
963350,-1.050061,-0.1504274,0.186569
963550,-1.022711,-0.8742369,0.4542125
963750,-1.012943,-1.078388,0.7062271
963950,-0.3379731,-1.412454,1.129182
964161,-1.002198,-0.5391942,0.2695971
964361,-0.8918194,-0.4210012,0.2188034
964562,-0.8967033,-0.8791208,0.6505495
964762,-1.112576,-1.018803,0.7579976
964962,-0.4327229,-1.448596,1.113553
965171,-0.971917,-0.6290598,0.2041514
965371,-1.058852,-0.4327229,0.1494506
965571,-0.9406593,-0.7081807,0.3115995
965771,-0.8986569,-0.7873016,0.7775336
965971,-0.6730159,-1.780708,0.5528694
966190,-1.134066,-0.6661783,0.1435897
966390,-1.115507,-0.05860806,0.5079365
966591,-0.8029305,-0.6661783,0.5089133
966791,-1.14188,-1.1116,0.6368742
966991,-0.632967,-1.557998,0.9953602
967211,-1.106716,-0.5333333,0.2422467
967411,-0.9777779,-0.04884005,0.4034188
967611,-0.6505495,-0.7628816,0.4913309
967811,-1.042247,-1.478877,0.7765568
968011,-0.8341881,-1.403663,0.9982905
968236,-1.128205,-0.4854701,0.3565324
968436,-1.33431,0.1953602,0.1113553
968636,-0.584127,-0.6564103,0.4385837
968836,-0.7599512,-1.59707,0.2324786
969036,-1.132112,-1.176068,0.7091575
969252,-1.219048,-0.4014652,0.3545788
969454,-1.376313,0.2549451,-0.01465201
969655,-0.7794872,-0.6251526,0.5470086
969855,-0.6075702,-1.540415,0.3819292
970055,-1.253236,-1.319658,0.5724054
970267,-1.222955,-0.5020757,0.4874237
970468,-1.304029,-0.2705739,-0.1015873
970668,-0.6964591,-0.8703297,0.6105006
970868,-0.7365079,-1.361661,0.2090354
971068,-1.228816,-1.151648,0.3096459
971283,-1.28547,-0.4727716,0.378022
971483,-1.359707,-0.613431,-0.08009768
971683,-0.8224665,-0.9777779,0.5899878
971883,-0.6827839,-1.347985,0.579243
972083,-1.337241,-0.9445666,0.08498169
972298,-1.176068,0.1592186,0.2744811
972498,-1.28547,-1.04127,0.230525
972698,-1.153602,-1.16044,0.7765568
972898,-0.6642247,-1.736752,1.275702
973098,-1.290354,-0.6124542,0.07326007
973318,-1.032479,0.1435897,0.348718
973519,-1.069597,-1.009035,0.589011
973719,-1.118437,-1.304029,0.6847375
973919,-0.8498168,-1.196581,1.009035
974119,-1.344078,-0.5206349,0.2139194
974330,-1.328449,0.6886447,0.2803419
974530,-0.8420025,-0.6241758,0.5665446
974731,-0.8859585,-1.603907,0.2559219
974931,-1.214164,-1.2337,0.8205129
975131,-1.291331,-0.3301587,0.2178266
975345,-1.511111,0.1133089,-0.2969475
975545,-0.7579976,-0.7238095,0.6251526
975745,-0.6818071,-1.726984,0.2754579
975945,-1.395849,-1.133089,0.3946276
976146,-1.302076,-0.2529915,0.3467643
976366,-1.474969,-0.6241758,-0.03516484
976567,-0.996337,-0.8761905,0.6954823
976767,-0.8,-1.252259,0.8263736
976967,-1.488645,-0.9728938,0.152381
977167,-1.275702,-0.08009768,0.3057387
977380,-1.405617,-0.8615385,0.1748474
977581,-0.9484737,-1.080342,0.6114774
977782,-0.927961,-1.986813,0.8068377
977982,-1.283517,-0.6407815,0.0957265
978182,-1.235653,-0.03223443,0.04786325
978388,-1.124298,-1.047131,0.4180708
978589,-1.228816,-1.106716,0.5421246
978789,-0.7072039,-1.097924,1.183883
978990,-1.280586,-0.5479854,-0.01269841
979190,-1.38022,0.3575092,0.02930403
979397,-0.8224665,-0.5304029,0.7540904
979597,-1.052015,-1.343101,0.4532357
979797,-1.110623,-1.036386,0.7501832
979997,-1.242491,-0.3526252,0.1162393
980197,-1.492552,0.3956044,-0.3086691
980412,-0.6818071,-0.6456655,0.5567766
980614,-0.819536,-1.319658,0.2735043
980816,-1.468132,-1.136996,0.3575092
981016,-1.01978,-0.7677656,1.004151
981217,-1.514042,-0.08400489,-0.1054945
981428,-0.632967,-0.8117216,0.8859585
981628,-0.770696,-1.647863,0.3956044
981828,-1.274725,-1.107692,0.2412698
982028,-1.250305,-0.2813187,0.4327229
982229,-1.449573,-0.6485959,-0.2070818
982447,-0.9641026,-0.7208791,0.8
982648,-0.7218559,-1.125275,1.182906
982848,-1.327473,-0.7716728,0.03907204
983049,-1.203419,0.1279609,0.2500611
983249,-1.20928,-0.9172161,0.5470086
983468,-1.189744,-1.078388,0.5313797
983668,-0.7648352,-1.224908,1.015873
983868,-1.267888,-0.5831502,0.01855922
984069,-1.356777,0.2774115,0.03907204
984269,-0.7277167,-0.4893773,0.5880342
984486,-1.100855,-1.441758,0.4581197
984686,-1.21514,-1.148718,0.8644688
984886,-1.28547,-0.3663004,0.373138
985086,-1.542369,0.2568987,-0.2432235
985286,-0.7365079,-0.6886447,0.6534799
985512,-0.7326007,-1.522833,0.4366301
985714,-1.544322,-1.216117,0.2608059
985919,-1.393895,-0.1094017,0.3203907
986119,-1.454457,-0.7199023,0.1045177
986320,-0.902564,-0.7032967,0.7579976
986530,-0.9641026,-1.662515,0.9416362
986730,-1.227839,-0.770696,0.1601954
986931,-1.301099,-0.06935287,0.3282051
987131,-1.312821,-0.8634921,0.6056166
987331,-0.7863248,-0.7667888,0.9426129
987545,-0.7628816,-1.568742,1.079365
987745,-1.126252,-0.6417583,0.1269841
987946,-1.176068,-0.152381,0.196337
988146,-0.991453,-0.7970696,0.6339438
988346,-1.155556,-0.9982905,0.8244201
988558,-0.770696,-1.310867,1.23663
988758,-1.105739,-0.4932845,0.2813187
988959,-1.250305,0.02246642,0.07423687
989160,-0.6749695,-0.5186813,0.6759463
989361,-1.223932,-1.199512,0.5909646
989570,-0.9328449,-1.005128,0.927961
989771,-1.208303,-0.407326,0.1992674
989971,-1.482784,0.2168498,-0.1894994
990171,-0.5470086,-0.5255189,0.5782662
990372,-0.9357753,-1.370452,0.417094
990580,-1.146764,-1.109646,0.637851
990780,-1.149695,-0.2725275,0.3389499
990980,-1.437851,0.07619048,-0.378022
991180,-0.6017094,-0.6446887,0.4385837
991380,-0.8146521,-1.30696,0.2520147
991595,-1.182906,-1.1663,0.5050061
991795,-1.178999,-0.3399267,0.3350427
991995,-1.394872,-0.2598291,-0.4336997
992195,-0.4395604,-0.6769231,0.6954823
992395,-0.7286935,-1.13602,0.2608059
992618,-1.270818,-1.122344,0.2549451
992818,-1.134066,-0.2813187,0.1826618
993018,-1.506227,-0.1641026,-0.1221001
993218,-0.6192918,-0.9660562,0.4483517
993419,-0.7394383,-1.219048,0.0967033
993628,-1.193651,-0.9709402,0.1260073
993830,-1.297192,-0.2139194,0.3145299
994030,-1.345055,-0.3213675,-0.01367521
994230,-0.6788767,-0.8283273,0.4981685
994430,-0.7452991,-1.423199,0.4757021
994637,-1.302076,-1.01685,0.0986569
994838,-1.382173,-0.3340659,0.3194139
995039,-1.366545,-0.6124542,0.1455433
995240,-0.6915751,-0.6974359,0.790232
995441,-0.6661783,-1.570696,0.540171
995669,-1.092064,-0.6700855,0.2129426
995869,-1.259097,-0.2529915,-0.03418803
996069,-1.16337,-0.7980464,0.1240537
996269,-0.9738705,-0.887912,0.7199023
996469,-0.6495727,-1.540415,0.6818071
996686,-1.094994,-0.5763126,0.2442003
996886,-1.218071,-0.006837607,0.06935287
997086,-0.9367521,-0.5010989,0.5440782
997286,-1.174115,-1.054945,0.5626374
997486,-0.6993895,-1.250305,0.9299146
997702,-1.134066,-0.5020757,0.3125763
997907,-1.219048,0.2100122,-0.03223443
998108,-0.628083,-0.5724054,0.7335775
998308,-1.099878,-1.069597,0.6271062
998508,-0.819536,-1.382173,1.104762
998709,-1.202442,-0.426862,0.1904762
998910,-1.294261,0.2744811,0.06153846
999110,-0.7218559,-0.4971917,0.5909646
999310,-1.221001,-1.172161,0.6271062
999510,-0.8341881,-1.25812,0.8341881
999724,-1.140904,-0.3418803,0.358486
999929,-1.253236,0.1904762,0.1934066
1000129,-0.6876679,-0.6144078,0.417094
1000329,-1.133089,-1.451526,0.4825397
1000530,-1.031502,-1.057876,0.8253969
1000738,-1.248352,-0.3409035,0.2393162
