Ticks,Tics,TicDelta,Ax-1,Ay-1,Az-1,Ax,Ay,Az,Distance,DistanceDelta,Ax-avg,Ay-avg,Az-avg,DistanceDelta-avg,Ax-avgN,Ay-avgN,Az-avgN,A-mag,DistanceDelta-1
845775,23803,200,-0.9934065,-1.438828,1.753358,-1.89011,-0.8849817,-0.05274725,29.5146,0.2262,-1.4105005,-0.84063497,0.82344319,0.231,-0.1033454,-0.2164591,0.29382172,2.087699857,0.2283
845976,24004,201,-1.89011,-0.8849817,-0.05274725,-1.033455,0.05372405,0.4923077,29.7418,0.2272,-1.4220267,-0.89709397,0.75057391,0.22928,-0.0115262,-0.056459,-0.07286928,1.145985332,0.2262
846177,24205,201,-1.033455,0.05372405,0.4923077,-1.99072,-0.8332112,0.7433455,29.9691,0.2273,-1.36009754,-0.82109877,0.65250311,0.22902,0.06192916,0.0759952,-0.0980708,2.282491962,0.2272
846387,24415,210,-1.99072,-0.8332112,0.7433455,-1.202442,-1.382173,0.8166056,30.2065,0.2374,-1.26202674,-0.73767995,0.6898169,0.22896,0.0980708,0.08341882,0.03731379,2.005770094,0.2273
846588,24616,201,-1.202442,-1.382173,0.8166056,-0.6837607,-1.058852,1.263004,30.4335,0.227,-1.30578754,-0.745689718,0.67594632,0.22892,-0.0437608,-0.008009768,-0.01387058,1.784341715,0.2374
846788,24816,200,-0.6837607,-1.058852,1.263004,-1.399756,-0.4678876,0.1338217,30.6594,0.2259,-1.20869354,-0.677313658,0.82285722,0.22888,0.097094,0.06837606,0.1469109,1.481939241,0.227
846989,25017,201,-1.399756,-0.4678876,0.1338217,-1.252259,0.01367521,0.4229548,30.8864,0.227,-1.20595854,-0.641172058,0.81621498,0.22906,0.002735,0.0361416,-0.00664224,1.321828422,0.2259
847190,25218,201,-1.252259,0.01367521,0.4229548,-1.50525,-0.4913309,1.4779,31.1135,0.2271,-1.2866424,-0.610305198,0.74393166,0.26202,-0.08068386,0.03086686,-0.07228332,2.165957531,0.227
847401,25429,211,-1.50525,-0.4913309,1.4779,-1.188767,-1.201465,0.7833944,31.3518,0.2383,-1.284298,-0.599755758,0.76717954,0.29522,0.0023444,0.01054944,0.02324788,1.862898793,0.2271
847601,25629,200,-1.188767,-1.201465,0.7833944,-1.08718,-0.9045177,0.9015874,31.7436,0.3918,-1.2921124,-0.50051278,0.77069604,0.32856,-0.0078144,0.099242978,0.0035165,1.677191838,0.2383
847801,25829,200,-1.08718,-0.9045177,0.9015874,-1.388034,-0.4151404,0.2500611,32.1355,0.3919,-1.2557754,-0.555409,0.74490844,0.36152,0.036337,-0.05489622,-0.0257876,1.470207635,0.3918
848002,26030,201,-1.388034,-0.4151404,0.2500611,-1.291331,0.5098901,0.4405373,32.5292,0.3937,-1.19579978,-0.49797316,0.70368744,0.40246,0.05997562,0.05743584,-0.041221,1.456570211,0.3919
848202,26230,200,-1.291331,0.5098901,0.4405373,-1.323565,-0.765812,1.348962,32.9211,0.3919,-1.31887658,-0.49074486,0.6679365,0.41474,-0.1230768,0.0072283,-0.03575094,2.039115202,0.3937
848428,26456,226,-1.323565,-0.765812,1.348962,-0.8888889,-0.9142858,0.5772894,33.3641,0.443,-1.28937718,-0.46398052,0.67711842,0.42654,0.0294994,0.02676434,0.00918192,1.399751782,0.3919
848629,26657,201,-0.8888889,-0.9142858,0.5772894,-1.702564,-0.8683762,0.7228327,33.8173,0.4532,-1.35228318,-0.4301832,0.4567521,0.43798,-0.062906,0.03379732,-0.22036632,2.043352273,0.443
848829,26857,200,-1.702564,-0.8683762,0.7228327,-1.240537,-0.2813187,0.2959707,34.2682,0.4509,-1.29601958,-0.42354094,0.31374846,0.44978,0.0562636,0.00664226,-0.14300364,1.306013367,0.4532
849029,27057,200,-1.240537,-0.2813187,0.2959707,-1.605861,0.6788767,-0.6612943,34.7191,0.4509,-1.27687428,-0.44288158,0.40634918,0.46172,0.0191453,-0.01934064,0.09260072,1.864664387,0.4509
849229,27257,200,-1.605861,0.6788767,-0.6612943,-1.042247,-0.7326007,0.6339438,35.17,0.4509,-1.33470088,-0.52122094,0.33133088,0.4617,-0.0578266,-0.07833936,-0.0750183,1.422978333,0.4509
849452,27480,223,-1.042247,-0.7326007,0.6339438,-0.7931624,-1.010989,1.040293,35.6727,0.5027,-1.33489628,-0.458901034,0.35594626,0.4626,-0.0001954,0.062319906,0.02461538,1.65330423,0.4509
849652,27680,200,-0.7931624,-1.010989,1.040293,-1.991697,-1.260073,0.3477412,36.1258,0.4531,-1.34993888,-0.771477334,0.40752136,0.46304,-0.0150426,-0.3125763,0.0515751,2.382344401,0.5027
849853,27881,201,-1.991697,-1.260073,0.3477412,-1.241514,0.03028083,0.4190476,36.5812,0.4554,-1.31965798,-0.801367454,0.45440784,0.46348,0.0302809,-0.02989012,0.04688648,1.310677242,0.4531
850053,28081,200,-1.241514,0.03028083,0.4190476,-1.681074,-0.8840048,-0.4034188,37.0343,0.4531,-1.4097191,-0.822661654,0.49660564,0.46218,-0.09006112,-0.0212942,0.0421978,1.941705696,0.4554
850253,28281,200,-1.681074,-0.8840048,-0.4034188,-0.8908425,-0.8820513,0.8683762,37.4874,0.4531,-1.3114529,-0.762295394,0.4520635,0.46262,0.0982662,0.06036626,-0.04454214,1.525021993,0.4531
850472,28500,219,-0.8908425,-0.8820513,0.8683762,-1.243468,-1.11746,1.251282,37.9836,0.4962,-1.3042245,-0.72361408,0.43819294,0.46262,0.0072284,0.038681314,-0.01387056,2.088213629,0.4531
850672,28700,200,-1.243468,-1.11746,1.251282,-1.500366,-0.9582417,0.1250305,38.4389,0.4553,-1.3153601,-0.725177,0.65152628,0.46306,-0.0111356,-0.00156292,0.21333334,1.784645039,0.4962
850872,28900,200,-1.500366,-0.9582417,0.1250305,-1.205372,0.2236874,0.3496948,38.8943,0.4554,-1.3599022,-0.71208786,0.64273506,0.4635,-0.0445421,0.01308914,-0.00879122,1.274850644,0.4553
851072,29100,200,-1.205372,0.2236874,0.3496948,-1.736752,-0.8918194,0.6632479,39.3496,0.4553,-1.28371166,-0.71013426,0.68161166,0.46262,0.07619054,0.0019536,0.0388766,2.061928012,0.4554
851272,29300,200,-1.736752,-0.8918194,0.6632479,-1.113553,-0.8166056,0.8244201,39.8049,0.4553,-1.24717946,-0.62339434,0.672234376,0.46344,0.0365322,0.08673992,-0.009377284,1.608264124,0.4553
851488,29516,216,-1.113553,-0.8166056,0.8244201,-0.8625153,-1.107692,1.445665,40.2967,0.4918,-1.25655686,-0.661098852,0.610695904,0.46334,-0.0093774,-0.037704512,-0.061538472,2.015157935,0.4553
851690,29718,202,-0.8625153,-1.107692,1.445665,-1.317705,-0.5245421,0.07814408,40.7561,0.4594,-1.21279626,-0.579633632,0.694310124,0.46372,0.0437606,0.08146522,0.08361422,1.42042155,0.4918
851890,29918,200,-1.317705,-0.5245421,0.07814408,-1.252259,0.03516484,0.04200244,41.211,0.4549,-1.21025666,-0.607179432,0.678485924,0.46364,0.0025396,-0.0275458,-0.0158242,1.25345657,0.4594
852091,30119,201,-1.252259,0.03516484,0.04200244,-1.517949,-0.4844933,1.081319,41.6682,0.4572,-1.2583152,-0.535091592,0.538217384,0.46218,-0.04805854,0.07208784,-0.14026854,1.925656694,0.4549
852291,30319,200,-1.517949,-0.4844933,1.081319,-1.100855,-0.9543346,0.7452991,42.1231,0.4549,-1.247375,-0.516337032,0.544078188,0.463,0.0109402,0.01875456,0.005860804,1.636492288,0.4572
852504,30532,213,-1.100855,-0.9543346,0.7452991,-1.102808,-0.7472528,0.7443223,42.6076,0.4845,-1.2313554,-0.48820516,0.49426134,0.4661,0.0160196,0.028131872,-0.049816848,1.525971139,0.4549
852706,30734,202,-1.102808,-0.7472528,0.7443223,-1.263004,-0.4307693,0.1074481,43.0711,0.4635,-1.1344566,-0.5120391,0.45401708,0.46646,0.0968988,-0.02383394,-0.04024426,1.338763007,0.4845
852911,30939,205,-1.263004,-0.4307693,0.1074481,-1.172161,0.1758242,-0.2070818,43.5415,0.4704,-1.1772404,-0.46671552,0.37118436,0.46728,-0.0427838,0.04532358,-0.08283272,1.203228337,0.4635
853111,31139,200,-1.172161,0.1758242,-0.2070818,-1.033455,-0.603663,0.8800977,44.0005,0.459,-1.1819292,-0.47824178,0.38017094,0.46216,-0.0046888,-0.01152626,0.00898658,1.485600961,0.4704
853311,31339,200,-1.033455,-0.603663,0.8800977,-1.314774,-0.7277167,0.3311355,44.4595,0.459,-1.1832966,-0.46691088,0.38192918,0.46108,-0.0013674,0.0113309,0.00175824,1.538782956,0.459
853511,31539,200,-1.314774,-0.7277167,0.3311355,-1.126252,-0.8048841,0.7892552,44.9184,0.4589,-1.254017,-0.3254701,0.3498901,0.45816,-0.0707204,0.14144078,-0.03203908,1.593488548,0.459
853712,31740,201,-1.126252,-0.8048841,0.7892552,-1.269841,-0.3741148,0.1162393,45.3765,0.4581,-1.22686202,-0.33445668,0.28874236,0.4575,0.02715498,-0.00898658,-0.06114774,1.328897898,0.4589
853912,31940,200,-1.269841,-0.3741148,0.1162393,-1.525763,0.8830281,-0.3672772,45.8323,0.4558,-1.17763122,-0.40771674,0.28600732,0.45732,0.0492308,-0.07326006,-0.00273504,1.800717607,0.4581
854112,32140,200,-1.525763,0.8830281,-0.3672772,-0.8976801,-0.6485959,0.574359,46.288,0.4557,-1.27003642,-0.47179492,0.31882784,0.46218,-0.0924052,-0.06407818,0.03282052,1.247555395,0.4558
854313,32341,201,-0.8976801,-0.6485959,0.574359,-1.06862,-1.094017,0.3174603,46.7461,0.4581,-1.29504262,-0.47413924,0.36688646,0.46252,-0.0250062,-0.00234432,0.04805862,1.561922835,0.4557
854525,32553,212,-1.06862,-1.094017,0.3174603,-1.588278,-1.125275,0.9533578,47.2293,0.4832,-1.25772882,-0.52512826,0.49641028,0.46244,0.0373138,-0.05098902,0.12952382,2.167432104,0.4581
854727,32755,202,-1.588278,-1.125275,0.9533578,-1.394872,-0.3858364,0.3565324,47.6891,0.4598,-1.2919168,-0.54036634,0.5542369,0.46236,-0.03418798,-0.01523808,0.05782662,1.490521042,0.4832
854927,32955,200,-1.394872,-0.3858364,0.3565324,-1.339194,0.628083,0.2803419,48.1445,0.4554,-1.26749682,-0.59467654,0.5999512,0.46182,0.02441998,-0.0543102,0.0457143,1.50549673,0.4598
855127,33155,200,-1.339194,0.628083,0.2803419,-1.06862,-0.7247863,0.8634921,48.5998,0.4553,-1.29347982,-0.52337002,0.47062274,0.4617,-0.025983,0.07130652,-0.12932846,1.55334558,0.4554
855327,33355,200,-1.06862,-0.7247863,0.8634921,-0.9465201,-1.365568,0.5460318,49.0552,0.4554,-1.28058602,-0.49094022,0.45030528,0.46072,0.0128938,0.0324298,-0.02031746,1.748950253,0.4553
855539,33567,212,-0.9465201,-1.365568,0.5460318,-1.718193,-0.7687424,0.3067155,49.5378,0.4826,-1.32122102,-0.51340664,0.34676438,0.46108,-0.040635,-0.02246642,-0.1035409,1.9071514,0.4554
855739,33767,200,-1.718193,-0.7687424,0.3067155,-1.330403,-0.2236874,0.2549451,49.9927,0.4549,-1.28664232,-0.47218564,0.31101346,0.461,0.0345787,0.041221,-0.03575092,1.372954915,0.4826
855940,33968,201,-1.330403,-0.2236874,0.2549451,-1.542369,0.5157509,-0.2373626,50.4499,0.4572,-1.22568996,-0.55482304,0.3559463,0.4609,0.06095236,-0.0826374,0.04493284,1.643545596,0.4549
856140,34168,200,-1.542369,0.5157509,-0.2373626,-0.8957265,-0.5186813,0.6847375,50.9048,0.4549,-1.19619056,-0.61089136,0.38466426,0.4627,0.0294994,-0.05606832,0.02871796,1.241056686,0.4572
856340,34368,200,-0.8957265,-0.5186813,0.6847375,-0.6417583,-1.778755,0.770696,51.3597,0.4549,-1.15457876,-0.62554338,0.38075704,0.47762,0.0416118,-0.01465202,-0.00390722,2.042007686,0.4549
856556,34584,216,-0.6417583,-1.778755,0.770696,-1.570696,-1.049084,0.4503053,51.8513,0.4916,-1.11609276,-0.65719172,0.33562882,0.49156,0.038486,-0.03164834,-0.04512822,1.941761578,0.4549
856757,34785,201,-1.570696,-1.049084,0.4503053,-1.122344,-0.2969475,0.235409,52.3808,0.5295,-1.14715506,-0.72439564,0.34989012,0.50596,-0.0310623,-0.06720392,0.0142613,1.184589072,0.4916
856957,34985,200,-1.122344,-0.2969475,0.235409,-1.349939,0.3575092,-0.4630037,52.9077,0.5269,-1.129768,-0.5405616,0.33699634,0.52036,0.01738706,0.18383404,-0.01289378,1.471230967,0.5295
857157,35185,200,-1.349939,0.3575092,-0.4630037,-1.051038,-0.8547009,0.756044,53.4346,0.5269,-1.1211722,-0.5557998,0.32918192,0.53426,0.0085958,-0.0152382,-0.00781442,1.551385521,0.5269
857357,35385,200,-1.051038,-0.8547009,0.756044,-0.554823,-0.8595848,0.7062271,53.9615,0.5269,-1.1153114,-0.55072044,0.33015872,0.53332,0.0058608,0.00507936,0.0009768,1.243169862,0.5269
857570,35598,213,-0.554823,-0.8595848,0.7062271,-1.527717,-1.125275,0.4112332,54.5226,0.5611,-1.0772162,-0.51653242,0.35477412,0.5329,0.0380952,0.03418802,0.0246154,1.941462285,0.5269
857770,35798,200,-1.527717,-1.125275,0.4112332,-1.09304,-0.2715507,0.240293,55.0474,0.5248,-1.05181936,-0.50910872,0.33934066,0.53248,0.02539684,0.0074237,-0.01543346,1.151614931,0.5611
857970,35998,200,-1.09304,-0.2715507,0.240293,-1.159463,0.5284493,-0.3399267,55.5722,0.5248,-1.08620274,-0.59330896,0.32253968,0.53208,-0.03438338,-0.08420024,-0.01680098,1.318773397,0.5248
858170,36198,200,-1.159463,0.5284493,-0.3399267,-0.9240538,-0.8175824,0.6788767,56.097,0.5248,-1.06139194,-0.58783876,0.29538462,0.53532,0.0248108,0.0054702,-0.02715506,1.408257782,0.5248
858370,36398,200,-0.9240538,-0.8175824,0.6788767,-0.7267399,-1.280586,0.6222222,56.6219,0.5249,-1.09206354,-0.59799748,0.30769232,0.53626,-0.0306716,-0.01015872,0.0123077,1.598503003,0.5248
858590,36618,220,-0.7267399,-1.280586,0.6222222,-1.403663,-1.097924,0.2754579,57.1992,0.5773,-1.14461534,-0.73299136,0.31296704,0.53616,-0.0525518,-0.13499388,0.00527472,1.803214902,0.5249
858792,36820,202,-1.403663,-1.097924,0.2754579,-1.246398,-0.3223443,0.3018315,57.7287,0.5295,-1.14949932,-0.70368734,0.23599512,0.53606,-0.00488398,0.02930402,-0.07697192,1.322314666,0.5773
858992,37020,200,-1.246398,-0.3223443,0.3018315,-1.422222,-0.1465201,-0.3135531,58.253,0.5243,-1.17528688,-0.73142854,0.29343102,0.53594,-0.02578756,-0.0277412,0.0574359,1.463727811,0.5295
859192,37220,200,-1.422222,-0.1465201,-0.3135531,-0.9484737,-0.6710623,0.2940171,58.7773,0.5243,-1.23506708,-0.71345554,0.21567766,0.53478,-0.0597802,0.017973,-0.07775336,1.198487808,0.5243
859392,37420,200,-0.9484737,-0.6710623,0.2940171,-0.8556777,-1.419292,0.9094017,59.3016,0.5243,-1.21181928,-0.62358986,0.21470086,0.5352,0.0232478,0.08986568,-0.0009768,1.890392964,0.5243
859610,37638,218,-0.8556777,-1.419292,0.9094017,-1.702564,-1.008059,-0.1133089,59.8731,0.5715,-1.22881568,-0.72341894,0.276043959,0.53614,-0.0169964,-0.09982908,0.061343099,1.981854189,0.5243
859812,37840,202,-1.702564,-1.008059,-0.1133089,-1.130159,0.1269841,0.2969475,60.4047,0.5316,-1.23252754,-0.714237,0.323907199,0.53656,-0.00371186,0.00918194,0.04786324,1.175398717,0.5715
860013,38041,201,-1.130159,0.1269841,0.2969475,-1.507204,-0.6456655,-0.006837607,60.9337,0.529,-1.289768,-0.8285226,0.352820459,0.5375,-0.05724046,-0.1142856,0.02891326,1.639693443,0.5316
860213,38241,200,-1.507204,-0.6456655,-0.006837607,-0.967033,-0.6251526,0.5333333,61.4601,0.5264,-1.185641,-0.73807076,0.445811919,0.53478,0.104127,0.09045184,0.09299146,1.26902049,0.529
860414,38442,201,-0.967033,-0.6251526,0.5333333,-1.14188,-1.99072,1.053968,61.9891,0.529,-1.176459,-0.78652008,0.470427299,0.53374,0.009182,-0.04844932,0.02461538,2.525411768,0.5264
860626,38654,212,-1.14188,-1.99072,1.053968,-1.181929,-0.5557998,0.3516484,62.547,0.5579,-1.06432222,-0.7869108,0.65191692,0.53374,0.11213678,-0.00039072,0.181489621,1.352599784,0.529
860826,38854,200,-1.181929,-0.5557998,0.3516484,-1.084249,-0.1152625,0.4200244,63.0734,0.5264,-1.0707691,-0.88205128,0.68434672,0.53372,-0.00644688,-0.09514048,0.0324298,1.168461311,0.5579
861027,39055,201,-1.084249,-0.1152625,0.4200244,-0.9465201,-0.6476191,0.9006105,63.6024,0.529,-0.94534792,-0.84688648,0.72205132,0.5332,0.12542118,0.0351648,0.0377046,1.458221544,0.5264
861227,39255,200,-0.9465201,-0.6476191,0.9006105,-0.9992674,-1.100855,0.6954823,64.1287,0.5263,-0.90920632,-0.81250308,0.70114776,0.53448,0.0361416,0.0343834,-0.02090356,1.641375246,0.529
861427,39455,200,-0.9992674,-1.100855,0.6954823,-0.5147741,-1.814896,1.242491,64.6551,0.5264,-0.94456652,-0.83516486,0.66832726,0.47284,-0.0353602,-0.02266178,-0.0328205,2.258898791,0.5263
861642,39670,215,-0.5147741,-1.814896,1.242491,-1.001221,-0.3838828,0.2471306,65.2194,0.5643,-0.87247862,-0.81191698,0.65641026,0.4107,0.0720879,0.02324788,-0.011917,1.100401303,0.5264
861842,39870,200,-1.001221,-0.3838828,0.2471306,-1.26105,-0.2285714,0.2559219,65.4376,0.2182,-0.90822954,-0.76737482,0.64175824,0.34908,-0.03575092,0.04454216,-0.01465202,1.306900152,0.5643
862042,40070,200,-1.26105,-0.2285714,0.2559219,-0.5860806,-0.5313797,0.8410255,65.6559,0.2183,-0.98637362,-0.55560442,0.54388276,0.28746,-0.07814408,0.2117704,-0.09787548,1.154633599,0.2182
862242,40270,200,-0.5860806,-0.5313797,0.8410255,-1.178022,-0.8781442,0.6222222,65.8741,0.2182,-0.97211234,-0.54153848,0.55775334,0.22218,0.01426128,0.01406594,0.01387058,1.59562951,0.2183
862442,40470,200,-1.178022,-0.8781442,0.6222222,-0.9054945,-0.756044,0.7531136,66.0924,0.2183,-1.01841274,-0.498949964,0.61225882,0.2918,-0.0463004,0.042588516,0.05450548,1.399536678,0.2182
862660,40688,218,-0.9054945,-0.756044,0.7531136,-0.9299146,-0.3135531,0.3164835,66.3303,0.2379,-1.02974364,-0.491135564,0.5997558,0.3614,-0.0113309,0.0078144,-0.01250302,1.031124879,0.2183
862860,40888,200,-0.9299146,-0.3135531,0.3164835,-1.492552,-0.01562882,0.5284493,66.8966,0.5663,-1.00219784,-0.497191704,0.61557998,0.43102,0.0275458,-0.00605614,0.01582418,1.583418579,0.2379
863060,41088,200,-1.492552,-0.01562882,0.5284493,-0.6427351,-0.4923077,0.7785104,67.4629,0.5663,-1.06647134,-0.520244204,0.58139194,0.50062,-0.0642735,-0.0230525,-0.03418804,1.123189086,0.5663
863260,41288,200,-0.6427351,-0.4923077,0.7785104,-1.040293,-0.9084249,0.7013431,68.0292,0.5663,-1.11140422,-0.552478644,0.58529914,0.57706,-0.04493288,-0.03223444,0.0039072,1.548976265,0.5663
863460,41488,200,-1.040293,-0.9084249,0.7013431,-1.226862,-0.8713065,0.5821734,68.5955,0.5663,-1.10065942,-0.52297926,0.3901343,0.58082,0.0107448,0.029499384,-0.19516484,1.613471801,0.5663
863679,41707,219,-1.226862,-0.8713065,0.5821734,-1.154579,-0.4747253,0.3360195,69.2156,0.6201,-1.13680104,-0.53333336,0.36669108,0.58172,-0.03614162,-0.0103541,-0.02344322,1.292797696,0.5663
863884,41912,205,-1.154579,-0.4747253,0.3360195,-1.438828,0.1318681,-0.4473749,69.8007,0.5851,-1.00122108,-0.68942618,0.38798534,0.58318,0.13557996,-0.15609282,0.02129426,1.512534135,0.6201
864084,42112,200,-1.438828,0.1318681,-0.4473749,-0.8234432,-0.5440782,0.6612943,70.3715,0.5708,-1.03658128,-0.76327228,0.3602442,0.58408,-0.0353602,-0.0738461,-0.02774114,1.188019336,0.5851
864285,42313,201,-0.8234432,-0.5440782,0.6612943,-0.3623932,-1.688889,0.8078144,70.9451,0.5736,-1.05455428,-0.72771672,0.34344324,0.57652,-0.017973,0.03555556,-0.01680096,1.906892496,0.5708
864485,42513,200,-0.3623932,-1.688889,0.8078144,-1.403663,-1.240537,0.4434677,71.5159,0.5708,-1.03462748,-0.83496946,0.36043958,0.57696,0.0199268,-0.10725274,0.01699634,1.925062458,0.5736
864689,42717,204,-1.403663,-1.240537,0.4434677,-1.244444,-0.2969475,0.2520147,72.0982,0.5823,-1.01626362,-0.86818068,0.35926742,0.57684,0.01836386,-0.03321122,-0.00117216,1.303967061,0.5708
864895,42923,206,-1.244444,-0.2969475,0.2520147,-1.339194,-0.4043956,-0.3623932,72.6855,0.5873,-1.108669,-0.84356528,0.28053726,0.57618,-0.09240538,0.0246154,-0.07873016,1.445096953,0.5823
865095,43123,200,-1.339194,-0.4043956,-0.3623932,-0.7316239,-0.7101343,0.6554335,73.2557,0.5702,-1.1360194,-0.83242988,0.26197804,0.57606,-0.0273504,0.0111354,-0.01855922,1.212088003,0.5873
865295,43323,200,-0.7316239,-0.7101343,0.6554335,-0.8244201,-1.565812,0.4141636,73.826,0.5703,-1.1432478,-0.784761992,0.28092796,0.5765,-0.0072284,0.047667888,0.01894992,1.817406726,0.5702
865495,43523,200,-0.8244201,-1.565812,0.4141636,-1.540415,-1.18486,0.3506716,74.3962,0.5702,-1.1575092,-0.821685072,0.3313309,0.57628,-0.0142614,-0.03692308,0.05040294,1.974776484,0.5703
865700,43728,205,-1.540415,-1.18486,0.3506716,-1.280586,-0.05860806,0.3467643,74.9807,0.5845,-1.19833948,-0.847863312,0.33094018,0.57662,-0.04083028,-0.02617824,-0.00039072,1.327998828,0.5702
865905,43933,205,-1.280586,-0.05860806,0.3467643,-1.410501,-0.589011,-0.1103785,75.5669,0.5862,-1.25069606,-0.920928112,0.43741148,0.57752,-0.05235658,-0.0730648,0.1064713,1.532524206,0.5845
866105,44133,200,-1.410501,-0.589011,-0.1103785,-0.9357753,-0.8410255,0.6534799,76.1388,0.5719,-1.21631266,-0.855287012,0.40693528,0.57788,0.0343834,0.0656411,-0.0304762,1.417757131,0.5862
866306,44334,201,-0.9357753,-0.8410255,0.6534799,-1.086203,-1.931136,0.9465201,76.7136,0.5748,-1.17938966,-0.79062278,0.40126984,0.57592,0.036923,0.064664232,-0.00566544,2.409361639,0.5719
866506,44534,200,-1.086203,-1.931136,0.9465201,-1.368498,-0.8566545,0.1982906,77.2856,0.572,-1.16649586,-0.79706966,0.440146518,0.5725,0.0128938,-0.00644688,0.038876678,1.626641592,0.5748
866707,44735,201,-1.368498,-0.8566545,0.1982906,-1.095971,0.2647131,0.3184371,77.8603,0.5747,-1.1623933,-0.8029305,0.450500598,0.57196,0.00410256,-0.00586084,0.01035408,1.171591928,0.572
866907,44935,200,-1.095971,0.2647131,0.3184371,-1.346032,-0.6212454,0.08400489,78.4294,0.5691,-1.1748963,-0.8039073,0.411233218,0.57082,-0.012503,-0.0009768,-0.03926738,1.484858516,0.5747
867107,45135,200,-1.346032,-0.6212454,0.08400489,-0.9152625,-0.8703297,0.7052503,78.9986,0.5692,-1.1831015,-0.79003672,0.405372418,0.57024,-0.0082052,0.01387058,-0.0058608,1.446567391,0.5691
867307,45335,200,-0.9152625,-0.8703297,0.7052503,-1.148718,-1.93602,0.7501832,79.5677,0.5691,-1.1825153,-0.86798544,0.411819318,0.57708,0.0005862,-0.07794872,0.0064469,2.372867741,0.5692
867507,45535,200,-1.148718,-1.93602,0.7501832,-1.409524,-0.7873016,0.1689866,80.1368,0.5691,-1.10515262,-0.88380962,0.5493529,0.57542,0.07736268,-0.01582418,0.137533582,1.623317032,0.5691
867721,45749,214,-1.409524,-0.7873016,0.1689866,-1.09304,-0.1250305,0.3506716,80.7457,0.6089,-1.12918192,-0.89943842,0.56185596,0.57374,-0.0240293,-0.0156288,0.01250306,1.154703269,0.5691
867921,45949,200,-1.09304,-0.1250305,0.3506716,-0.9592186,-0.7003663,0.7716728,81.3065,0.5608,-1.02954822,-0.76483522,0.62339452,0.57264,0.0996337,0.1346032,0.06153856,1.416365838,0.6089
868121,46149,200,-0.9592186,-0.7003663,0.7716728,-1.035409,-0.9484737,0.7677656,81.8673,0.5608,-0.94612938,-0.72849822,0.63843726,0.57098,0.08341884,0.036337,0.01504274,1.60035564,0.5608
868322,46350,201,-1.035409,-0.9484737,0.7677656,-0.6505495,-1.263004,1.057876,82.4309,0.5636,-0.98207578,-0.73514048,0.63140428,0.57648,-0.0359464,-0.00664226,-0.00703298,1.771297656,0.5608
868522,46550,200,-0.6505495,-1.263004,1.057876,-0.9924298,-0.6056166,0.2442003,82.9917,0.5608,-0.88009776,-0.69958492,0.6185105,0.57366,0.10197802,0.03555556,-0.01289378,1.187990808,0.5636
868749,46777,227,-0.9924298,-0.6056166,0.2442003,-1.272772,-0.1582418,0.3155067,83.6281,0.6364,-0.90744816,-0.76757038,0.56713076,0.57082,-0.0273504,-0.06798546,-0.05137974,1.3208079,0.5608
868950,46978,201,-1.272772,-0.1582418,0.3155067,-0.4493285,-0.5225885,0.7072039,84.1748,0.5467,-0.93675218,-0.6779,0.50774116,0.56744,-0.02930402,0.08967038,-0.0593896,0.987487821,0.6364
869151,47179,201,-0.4493285,-0.5225885,0.7072039,-1.172161,-1.288401,0.5108669,84.7214,0.5466,-0.94612942,-0.6538707,0.53196582,0.56406,-0.00937724,0.0240293,0.02422466,1.815192424,0.5467
869352,47380,201,-1.172161,-1.288401,0.5108669,-0.7970696,-0.8146521,0.760928,85.2681,0.5467,-0.97035402,-0.5354824,0.51555556,0.54936,-0.0242246,0.1183883,-0.01641026,1.370397538,0.5466
869552,47580,200,-0.7970696,-0.8146521,0.760928,-1.039316,-0.4854701,0.3653236,85.812,0.5439,-0.98891324,-0.52337008,0.4510867,0.54662,-0.01855922,0.01211232,-0.06446886,1.203877194,0.5467
869759,47787,207,-1.039316,-0.4854701,0.3653236,-1.393895,0.4336997,0.2334554,86.3749,0.5629,-0.93557994,-0.51789988,0.47648352,0.54338,0.0533333,0.0054702,0.02539682,1.478357238,0.5439
869960,47988,201,-1.393895,0.4336997,0.2334554,-0.5421246,-0.4620269,0.3848596,86.9079,0.533,-0.9750427,-0.53235652,0.44151404,0.54062,-0.03946276,-0.01445664,-0.03496948,0.809620189,0.5629
870160,48188,200,-0.5421246,-0.4620269,0.3848596,-0.9054945,-1.26105,0.637851,87.4383,0.5304,-1.0072771,-0.50481074,0.43643466,0.53844,-0.0322344,0.02754578,-0.00507938,1.67839843,0.533
870361,48389,201,-0.9054945,-1.26105,0.637851,-0.9943834,-0.8869353,0.5860806,87.9712,0.5329,-0.9947741,-0.54017094,0.404981676,0.53724,0.012503,-0.0353602,-0.031452984,1.455658972,0.5304
870562,48590,201,-0.9943834,-0.8869353,0.5860806,-1.200488,-0.3477412,0.3399267,88.5042,0.533,-1.00200242,-0.52884004,0.437411476,0.5368,-0.00722832,0.0113309,0.0324298,1.295239569,0.5329
870772,48800,210,-1.200488,-0.3477412,0.3399267,-1.33138,0.2568987,0.07619048,89.0611,0.5569,-0.97054944,-0.49015884,0.407130656,0.5369,0.03145298,0.0386812,-0.03028082,1.358077551,0.533
870972,49000,200,-1.33138,0.2568987,0.07619048,-0.5782662,-0.4053724,0.5470086,89.5919,0.5308,-1.05748476,-0.46222234,0.385054956,0.53702,-0.08693532,0.0279365,-0.0220757,0.893273188,0.5569
